Class,LeftX,LeftY,LeftZ,LeftThumb,LeftIndex,LeftMiddle,LeftRing,LeftPinky,leftSpeed,leftConf,leftPitch,LeftYaw,LeftRoll,leftThumbExt,leftIndexExt,leftMiddleExt,leftRingExt,leftPinkyExt,RightX,RightY,RightZ,RightThumb,RightIndex,RightMiddle,RightRing,RightPinky,rightSpeed,rightConf,rightPitch,rightYaw,rightRoll,rightThumbExt,rightIndexExt,rightMiddleExt,rightRingExt,rightPinkyExt,HandDist
discrete,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,discrete,discrete,discrete,discrete,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,discrete,discrete,discrete,discrete,continuous
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.07192174,0.1490768,0.03938593,0.05691414,0.03574645,0.03281797,0.03383168,0.03485611,0.06252042,0.1078488,2.953653,2.68071,0.1523143,False,False,False,False,False,-0.03627725,0.2785166,-0.07776411,0.2060198,0.1933722,0.1956732,0.2028214,0.2046281,0.06252042,0.03327302,2.379721,-2.294241,-0.4077437,False,False,False,False,False,0.1781833
,-0.07358215,0.1498319,0.03977133,0.05724129,0.03605049,0.03300324,0.0339202,0.03483535,0.07151327,0.1213829,2.94878,2.68324,0.1480599,False,False,False,False,False,-0.04722915,0.2722213,-0.08326127,0.205118,0.1911965,0.1924614,0.1990202,0.2003945,0.07151327,0.00728987,2.413747,-2.254739,-0.3638154,False,False,False,False,False,0.1755297
,-0.073636,0.1503297,0.0400812,0.05680767,0.03638114,0.03306115,0.0339544,0.03500986,0.03226729,0.1029391,2.952805,2.677139,0.1590547,False,False,False,False,False,-0.05711566,0.2392834,-0.08365142,0.1837574,0.1660179,0.1663188,0.1729828,0.1749777,0.03226729,0.01616317,2.864915,-2.210147,-0.02081425,False,False,False,False,False,0.1532822
,-0.0750244,0.1497635,0.04125552,0.05637623,0.03601561,0.03295239,0.03397148,0.03504248,0.0792383,0.0944464,2.963694,2.6691,0.1659935,False,False,False,False,False,-0.05725027,0.2310241,-0.07873097,0.1748553,0.15689,0.1575535,0.1646324,0.1672114,0.0792383,0.06439594,3.089109,-2.157971,0.07811799,False,False,False,False,False,0.1459998
,-0.07687017,0.1476564,0.04197165,0.0571388,0.03597308,0.03290897,0.03402248,0.03509039,0.06664699,0.09976218,2.964612,2.688158,0.1380396,False,False,False,False,False,-0.04693044,0.259363,-0.07178982,0.1930348,0.1768958,0.1782969,0.1854461,0.1873714,0.06664699,0.02520538,2.687321,-2.230365,-0.116198,False,False,False,False,False,0.1622234
,-0.0777192,0.144653,0.04127227,0.05845121,0.03570752,0.03272178,0.03393226,0.03490063,0.05852813,0.1114278,2.942843,2.703979,0.1270568,False,False,False,False,False,-0.03688549,0.289337,-0.07513486,0.2189682,0.2073508,0.2093324,0.2161974,0.2172999,0.05852813,0.02147231,2.519214,-2.280358,-0.2913985,False,False,False,False,False,0.1901354
,-0.07656833,0.1418253,0.04299646,0.05838683,0.03571893,0.03274821,0.03407574,0.03519308,0.08719418,0.1116157,2.945466,2.714454,0.1000357,False,False,False,False,False,-0.03955271,0.3016054,-0.07935183,0.2375955,0.2235984,0.2249999,0.2312144,0.2314937,0.08719418,0.03524944,2.452448,-2.303321,-0.4092565,False,False,False,False,False,0.204619
,-0.07445817,0.1407268,0.04487605,0.05761944,0.03573657,0.032607,0.03400923,0.0352116,0.1054136,0.1102609,2.952208,2.701488,0.08273156,False,False,False,False,False,-0.05675107,0.2939107,-0.0823467,0.2371464,0.2200105,0.2198359,0.2249931,0.224409,0.1054136,0.01872056,2.537421,-2.217657,-0.2906834,False,False,False,False,False,0.1999112
,-0.0732291,0.1425641,0.04727935,0.05701992,0.03586918,0.03268937,0.03400717,0.03523059,0.09318163,0.1093128,2.946657,2.700915,0.1034443,False,False,False,False,False,-0.06291951,0.2646582,-0.08084724,0.2134,0.1954809,0.194615,0.1997911,0.1997396,0.09318163,0,3.075436,-2.131577,0.0825451,False,False,False,False,False,0.1772841
,-0.07438297,0.1490995,0.05103753,0.05841999,0.03635471,0.03301087,0.03424932,0.0353832,0.1546828,0.1296738,2.940947,2.716341,0.1129828,False,False,False,False,False,-0.05511946,0.2561562,-0.07185905,0.1967579,0.1813334,0.1806244,0.1864147,0.1871707,0.1546828,0.02694922,-2.926374,-2.131681,0.1530745,False,False,False,False,False,0.1641213
,-0.07633789,0.1557066,0.0559417,0.05785196,0.03716874,0.03359937,0.03436861,0.03509072,0.1922033,0.1534943,2.929944,2.738434,0.1863557,False,False,False,False,False,-0.04560471,0.2852405,-0.0544345,0.1994988,0.1916897,0.1924042,0.1984726,0.199544,0.1922033,0.01955633,2.898556,-2.234214,0.03006617,False,False,False,False,False,0.1729349
,-0.07956704,0.1631241,0.06290937,0.0582116,0.03948229,0.03425609,0.03456144,0.03481485,0.2214937,0.1457044,2.958018,2.760647,0.2362019,False,False,False,False,False,-0.02718106,0.3222509,-0.05309658,0.2178496,0.2220851,0.2235128,0.2303504,0.2323358,0.2214937,0.006850606,2.678463,-2.358408,-0.148363,True,False,False,False,False,0.2037719
,-0.07965969,0.1726282,0.07210271,0.06242063,0.05460577,0.05031704,0.0473238,0.04239895,0.167928,0.1367797,2.985623,2.759802,0.2293944,True,False,False,False,False,-0.01974447,0.3445575,-0.05855491,0.2316567,0.253903,0.2588045,0.2649639,0.2642838,0.167928,0.04904829,2.55849,-2.381014,-0.2843974,False,False,False,False,False,0.2241002
,-0.07935095,0.1827802,0.07828281,0.06282221,0.06517857,0.06326933,0.05869527,0.05106412,0.1671085,0.1622938,3.005375,2.757961,0.2055754,True,False,False,False,False,-0.0279114,0.3479596,-0.06069102,0.2322786,0.2621626,0.2695959,0.2751123,0.2721099,0.1671085,0.0491835,2.486892,-2.362615,-0.3261909,False,False,False,False,False,0.2219099
,-0.07706047,0.1917786,0.07859556,0.0609116,0.08019091,0.07861874,0.07273403,0.06460262,0.1714908,0.2002616,3.035907,2.721243,0.1804636,True,False,False,False,False,-0.04545813,0.324865,-0.05726587,0.205039,0.2488303,0.2577996,0.2613993,0.2573623,0.1714908,0.02347319,2.70659,-2.306108,-0.1378324,False,False,False,False,False,0.1927927
,-0.07229777,0.1967474,0.07976829,0.0612152,0.08184083,0.08271701,0.07754242,0.06989942,0.1392733,0.253736,3.061589,2.731841,0.1768799,True,False,False,False,False,-0.04894925,0.2931266,-0.05291986,0.1810181,0.226681,0.2364262,0.2399333,0.2353911,0.1392733,0.03427635,-3.064301,-2.270704,0.2020737,False,False,False,False,False,0.165651
,-0.06922389,0.1963439,0.07988151,0.06151288,0.08559517,0.08735935,0.08147651,0.07372357,0.1186216,0.2357895,3.096579,2.728686,0.1385317,True,False,False,False,False,-0.04562563,0.2957769,-0.04629754,0.1788364,0.2272631,0.2383952,0.2408823,0.2359649,0.1186216,0.03381392,-3.038112,-2.231655,0.1736518,False,False,False,False,False,0.1623729
,-0.066479,0.1945753,0.07745234,0.06183671,0.0868034,0.08906034,0.08289509,0.07527237,0.07536492,0.232798,3.120945,2.730192,0.1144272,True,True,False,True,False,-0.03625642,0.3311222,-0.0412242,0.1989321,0.2465404,0.2587864,0.2611747,0.2571634,0.07536492,0,2.910236,-2.322867,0.01502806,False,False,False,False,False,0.1834191
,-0.06260168,0.1913124,0.07337414,0.06201162,0.08714478,0.08928783,0.08286992,0.07500349,0.1495065,0.2335578,3.128055,2.733992,0.1096892,True,True,True,True,False,-0.03346787,0.3515241,-0.04148159,0.2150294,0.2616086,0.2739444,0.2756831,0.2713118,0.1495065,0,2.72126,-2.387541,-0.1130225,False,False,False,False,False,0.1992696
,-0.059342,0.1878246,0.07042145,0.06124298,0.08715136,0.08971257,0.08300656,0.07470567,0.08546027,0.2211752,3.137935,2.721607,0.09216703,True,True,True,True,False,-0.04278763,0.3474131,-0.04221519,0.2147247,0.2616195,0.2733184,0.2734073,0.2671576,0.08546027,0,2.706833,-2.379663,-0.08778272,False,False,False,False,False,0.1960346
,-0.05784898,0.1863389,0.0677457,0.06049913,0.08710688,0.08884876,0.08195849,0.07280238,0.04815988,0.2129203,3.141046,2.714724,0.06941585,True,True,False,False,False,-0.04904455,0.3182243,-0.03903511,0.1913386,0.2396506,0.2502637,0.2489151,0.2404523,0.04815988,0,2.978853,-2.381268,0.01419491,False,False,False,False,False,0.1699218
,-0.05761608,0.1858578,0.06757039,0.05864426,0.0861617,0.08706782,0.08016288,0.07033521,0.02258868,0.2256625,3.119596,2.709409,0.04320935,True,True,False,False,False,-0.04580665,0.2978779,-0.03864594,0.1766963,0.2257615,0.2348281,0.2332245,0.224207,0.02258868,0,-3.114002,-2.301643,0.1124,False,False,False,False,False,0.1548221
,-0.05990054,0.1881105,0.06909832,0.05716952,0.08362869,0.08079261,0.07311507,0.06270879,0.1603165,0.2170892,3.061083,2.71307,-0.01342062,True,False,False,False,False,-0.04369845,0.3135496,-0.03030877,0.1841013,0.2288603,0.2352769,0.2324598,0.2224799,0.1603165,0,2.952767,-2.345854,-0.008073529,False,False,False,False,False,0.1608703
,-0.06267843,0.1934145,0.07204893,0.05443672,0.0712554,0.06671228,0.05996288,0.05058772,0.2935561,0.1487965,3.018914,2.741672,0.02147419,True,False,False,False,False,-0.03357462,0.351238,-0.03360491,0.2141555,0.2478613,0.2519548,0.250915,0.2424743,0.2935561,0,2.59253,-2.424155,-0.2905808,False,False,False,False,False,0.1921406
,-0.0682944,0.2002475,0.07290102,0.05339834,0.05652966,0.04163583,0.03856527,0.03686275,0.2481963,0.1457762,2.943061,2.755219,0.06925487,False,False,False,False,False,-0.03197191,0.3566489,-0.04180341,0.2191414,0.2389019,0.2310419,0.2323042,0.2297167,0.2481963,0.03494568,2.511891,-2.447667,-0.4493688,False,False,False,False,False,0.1973267
,-0.07028394,0.2042268,0.07409389,0.05477153,0.05158145,0.03650429,0.03559623,0.03532154,0.03210965,0.1428453,2.930972,2.746579,0.09052221,False,False,False,False,False,-0.0459103,0.3300331,-0.04626048,0.2034434,0.2126672,0.2008704,0.2035298,0.2022159,0.03210965,0.004438609,2.618623,-2.364995,-0.2749947,False,False,False,False,False,0.1758024
,-0.07183349,0.2074366,0.0726153,0.05461717,0.04558606,0.03545241,0.0351842,0.03525679,0.1125319,0.1459941,2.902447,2.744173,0.1321283,False,False,False,False,False,-0.04531781,0.285927,-0.0464332,0.1701646,0.1701652,0.1627386,0.1674585,0.1683469,0.1125319,0.04859665,3.122051,-2.358026,0.05993143,False,False,False,False,False,0.1450392
,-0.0735541,0.2093214,0.07247499,0.0545796,0.04328965,0.03524032,0.03517959,0.0353501,0.03549418,0.1483967,2.868421,2.745517,0.156546,False,False,False,False,False,-0.0424489,0.2835819,-0.04622775,0.1669822,0.1646715,0.1600884,0.1656427,0.1671009,0.03549418,0.08909073,3.113376,-2.321738,0.07228628,False,False,False,False,False,0.1434312
,-0.07306851,0.2083942,0.07212673,0.0543815,0.04285042,0.0352245,0.03517035,0.03531335,0.06013362,0.1532753,2.874008,2.739266,0.1574709,False,False,False,False,False,-0.03505992,0.3137571,-0.04199324,0.1834625,0.1832184,0.1806131,0.1861058,0.1871177,0.06013362,0.02106926,2.732998,-2.383664,-0.1641922,False,False,False,False,False,0.1599042
,-0.0721029,0.2064537,0.07138045,0.05472286,0.04124804,0.03486805,0.03509888,0.03524408,0.04993001,0.1586317,2.869523,2.74515,0.1419968,False,False,False,False,False,-0.02779746,0.3343443,-0.04622272,0.202898,0.2026042,0.2015263,0.2070295,0.2075773,0.04993001,0.04282764,2.533749,-2.443253,-0.3837504,False,False,False,False,False,0.1793027
,-0.07048305,0.2044564,0.07194726,0.05533235,0.04103268,0.0347951,0.03506903,0.03521032,0.04169367,0.163474,2.89557,2.751158,0.1225897,False,False,False,False,False,-0.03548719,0.3306127,-0.04612748,0.2032517,0.2006011,0.1986449,0.2035487,0.2033947,0.04169367,0.02806386,2.569454,-2.401979,-0.343163,False,False,False,False,False,0.1763002
,-0.06918143,0.2021431,0.07259057,0.05593283,0.04012646,0.03465419,0.03512605,0.03544859,0.03580393,0.1545815,2.918323,2.764689,0.1311379,False,False,False,False,False,-0.0409041,0.2974013,-0.04273887,0.1810678,0.1730042,0.1709995,0.1763736,0.1768166,0.03580393,0.02018189,3.039928,-2.378694,-0.02798201,False,False,False,False,False,0.1522321
,-0.06976295,0.2008629,0.07238849,0.05641099,0.03915829,0.03428513,0.03498447,0.03539095,0.02412845,0.1580896,2.931772,2.772923,0.1433657,False,False,False,False,False,-0.04007941,0.2837512,-0.04427229,0.1739276,0.1633899,0.162022,0.1679549,0.1690927,0.02412845,0.07680479,-3.117584,-2.301019,0.06456862,False,False,False,False,False,0.1461551
,-0.07087214,0.2004697,0.07185205,0.05624882,0.03909182,0.03433763,0.03495537,0.03538967,0.05187937,0.1538344,2.95424,2.771465,0.1579658,False,False,False,False,False,-0.03749057,0.2989541,-0.03766844,0.1783591,0.1690426,0.1686314,0.174747,0.1759767,0.05187937,0.04000007,2.839873,-2.375382,-0.1141369,False,False,False,False,False,0.151024
,-0.07287046,0.2023182,0.06911316,0.0560253,0.03874457,0.03426661,0.03490636,0.03538448,0.08578969,0.1717377,2.953996,2.776927,0.1535212,False,False,False,False,False,-0.0301769,0.3196276,-0.04197328,0.1924116,0.1854215,0.1860161,0.1922897,0.1935558,0.08578969,0.05041513,2.543805,-2.449332,-0.3413351,False,False,False,False,False,0.167106
,-0.07460275,0.2061768,0.06616766,0.05736667,0.0395715,0.0346369,0.03490598,0.03524166,0.1235293,0.1515841,2.952927,2.780274,0.183457,False,False,False,False,False,-0.04056926,0.3007823,-0.04243332,0.1745427,0.1652654,0.1650538,0.1711056,0.1726504,0.1235293,0.003522856,2.632894,-2.423943,-0.2454444,False,False,False,False,False,0.1479955
,-0.07461482,0.2091233,0.06009036,0.05712999,0.04230265,0.03580913,0.03543735,0.03544688,0.09830629,0.1203784,2.958868,2.744571,0.236931,False,False,False,False,False,-0.04517049,0.2741567,-0.04089845,0.1480423,0.1389781,0.1377275,0.144486,0.1470102,0.09830629,0.06775488,2.90889,-2.392635,-0.136216,False,False,False,False,False,0.1236731
,-0.07954843,0.2120608,0.05291143,0.05619021,0.04046579,0.03515772,0.03519313,0.03554693,0.2031511,0.1346275,2.948699,2.753986,0.3074514,False,False,False,False,False,-0.04415638,0.2774775,-0.03706989,0.1371547,0.1276379,0.129256,0.1374815,0.1414165,0.2031511,0.07499704,2.732984,-2.378606,-0.2025922,False,False,False,False,False,0.1167415
,-0.08385268,0.2112033,0.0317416,0.05524502,0.03684427,0.03326032,0.03415089,0.03542948,0.5195531,0.09213093,2.875185,2.773007,0.3913228,False,False,False,False,False,-0.02470256,0.3088631,-0.03701959,0.1457723,0.1414817,0.1478806,0.1579718,0.1638027,0.5195531,0,2.392121,-2.556542,-0.5825364,False,False,False,False,False,0.1332827
,-0.07987681,0.1969475,0.0002863512,0.05741104,0.03509435,0.03266587,0.03376887,0.03508895,0.860393,0.0824257,2.81953,2.707639,0.4634999,False,False,False,False,False,-0.01083052,0.3250287,-0.04096601,0.1592779,0.160346,0.1689487,0.1792189,0.1848994,0.860393,0,2.270439,-2.583697,-0.5604448,True,False,False,False,False,0.1512414
,-0.06980141,0.1679485,-0.0433652,0.05707658,0.03758251,0.03334674,0.03372906,0.03480587,1.252922,0.01219377,2.825394,2.50209,0.4328413,False,False,False,False,False,-0.01063953,0.3297907,-0.04120572,0.1831882,0.1891755,0.1969145,0.20402,0.2070537,1.252922,0,2.107995,-2.437165,-0.7630562,True,False,True,True,True,0.1723302
,-0.05796493,0.1272205,-0.08423135,0.06508479,0.04319659,0.03571024,0.03520526,0.03564477,0.8327978,0,2.981959,2.361744,0.3804956,False,False,False,False,False,,,,,,,,,,,,,,,,,,,0.2124279
,,,,,,,,,,,,,,,,,,,0.01844852,0.2788915,0.03872578,0.2799479,0.2787086,0.2808929,0.2784427,0.275544,1.177447,0.1057339,2.250095,-2.758198,-0.5913482,True,True,True,True,True,0.2506682
,,,,,,,,,,,,,,,,,,,0.02078106,0.2821067,0.04048114,0.283782,0.2826747,0.2849746,0.2825977,0.2797643,1.177447,0.1268325,2.392287,-2.823291,-0.6272798,True,True,True,True,True,0.2548149
,,,,,,,,,,,,,,,,,,,0.02304337,0.2846757,0.04551343,0.2892245,0.2880919,0.2904466,0.288011,0.2851537,1.177447,0.1763085,2.566655,-2.897376,-0.7264321,True,True,True,True,True,0.2604436
