Class,LeftX,LeftY,LeftZ,LeftThumb,LeftIndex,LeftMiddle,LeftRing,LeftPinky,leftSpeed,leftConf,leftPitch,LeftYaw,LeftRoll,leftThumbExt,leftIndexExt,leftMiddleExt,leftRingExt,leftPinkyExt,RightX,RightY,RightZ,RightThumb,RightIndex,RightMiddle,RightRing,RightPinky,rightSpeed,rightConf,rightPitch,rightYaw,rightRoll,rightThumbExt,rightIndexExt,rightMiddleExt,rightRingExt,rightPinkyExt,HandDist
discrete,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,discrete,discrete,discrete,discrete,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,discrete,discrete,discrete,discrete,continuous
Who,,,,,,,,,,,,,,,,,,,0.0375926,0.3248969,-0.09262643,0.05523063,0.08757111,0.03787402,0.03488991,0.03587322,0.08368153,0.07582897,2.5363,-2.564587,-1.00838,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.0366982,0.3242045,-0.09341566,0.05642874,0.07619957,0.03668091,0.03456413,0.03509732,0.02162881,0.04630269,2.531982,-2.547659,-0.9973764,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03622259,0.3243459,-0.09551436,0.05637099,0.03947307,0.03349032,0.03386684,0.03530618,0.04320709,0.05610709,2.464387,-2.535137,-1.030804,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03631219,0.3251824,-0.0961927,0.05524517,0.03783235,0.03303732,0.03372069,0.03539789,0.02182514,0.05906137,2.420194,-2.534747,-1.03856,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.036627,0.3261573,-0.09627479,0.05481916,0.03966148,0.03354427,0.03402389,0.03550595,0.02181034,0.05530546,2.409385,-2.540538,-1.045516,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03557204,0.3265897,-0.09626956,0.05283822,0.08374657,0.03492827,0.03435706,0.03557989,0.04087316,0.06921057,2.426618,-2.516024,-0.9979223,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03487728,0.3258468,-0.09370743,0.05148729,0.08685174,0.03737244,0.03500104,0.03576907,0.0412102,0.07798667,2.484114,-2.549465,-1.003471,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03461064,0.3264845,-0.09379558,0.05310282,0.07929144,0.03669004,0.03452941,0.03494021,0.03109028,0.0366855,2.487531,-2.549076,-1.013223,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.0355206,0.3276483,-0.09578489,0.05531922,0.0398589,0.03353246,0.03387632,0.0352941,0.04776996,0.05122549,2.435049,-2.557209,-1.068652,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03590456,0.3287407,-0.09676214,0.05478703,0.03786045,0.03307385,0.03372534,0.03534501,0.02325994,0.05461707,2.394997,-2.554245,-1.075654,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03630915,0.3298267,-0.09685716,0.05485372,0.03927458,0.0335351,0.03399197,0.03543609,0.0279595,0.05468728,2.382866,-2.556823,-1.081716,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03565782,0.3306506,-0.09704367,0.05406147,0.08006269,0.03442776,0.03440551,0.03545061,0.04192037,0.06061972,2.393912,-2.528223,-1.034879,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03523426,0.3298966,-0.09381629,0.0544451,0.08664505,0.0381096,0.03487277,0.03560725,0.07354429,0.06634934,2.464895,-2.568334,-1.043926,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03523543,0.3291395,-0.0931619,0.0553648,0.0857492,0.03858342,0.03483522,0.03504083,0.02641088,0.05772873,2.482966,-2.580352,-1.054645,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03633466,0.3299552,-0.09505195,0.05794756,0.04279891,0.03415506,0.03396513,0.03505168,0.04864954,0.04549838,2.447032,-2.588425,-1.103597,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03640339,0.3302305,-0.09636571,0.05618437,0.03859521,0.0331393,0.03367313,0.03511634,0.01834504,0.05273397,2.397211,-2.584269,-1.112046,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03614156,0.3306328,-0.09661127,0.05525851,0.03845767,0.03324001,0.03381551,0.03523912,0.01157235,0.05338389,2.38488,-2.58085,-1.108022,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03550318,0.3311825,-0.09656554,0.05552134,0.04927196,0.03445589,0.03430682,0.03532745,0.02731504,0.03210486,2.3857,-2.56687,-1.091938,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03459445,0.3305905,-0.09489471,0.05316315,0.08543235,0.0376701,0.03476888,0.03537885,0.06142075,0.05803041,2.446937,-2.572675,-1.059177,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03415884,0.3293365,-0.09275836,0.05250336,0.08676448,0.03889946,0.03489244,0.03535735,0.03693246,0.06046171,2.483765,-2.588879,-1.065824,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03499313,0.3295915,-0.09446567,0.05390424,0.05133185,0.03514791,0.03416589,0.0348216,0.05099922,0.03460971,2.455668,-2.588089,-1.110492,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.0355607,0.3294139,-0.09696329,0.05280222,0.03799146,0.03227644,0.03324826,0.03505309,0.0402663,0.02897793,2.378168,-2.585839,-1.164653,False,False,False,False,False,0
